study_hours,sleep_hours,social_activity,screen_time,stress_level,family_support,physical_activity,cgpa,anxiety_level,self_esteem,headache,sleep_quality,breathing_problem,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,addiction,isolation,mental_health_status
7,5,10,8,6,3,8,7.41,7,3,8,6,5,8,6,4,5,3,6,0,8,9,5,4,1,1
3,5,4,5,5,7,4,7.63,3,6,2,6,6,0,1,1,4,1,8,2,4,2,2,6,6,1
8,8,1,12,6,10,7,9.25,7,3,8,0,2,10,5,1,6,3,1,7,2,4,5,7,8,1
4,6,3,2,7,8,10,7.45,6,3,5,4,5,9,10,3,3,3,10,2,0,4,6,2,9,1
8,5,6,5,6,8,0,7.98,4,7,5,4,8,4,7,3,6,5,9,0,7,1,9,5,6,1
3,5,4,12,5,7,4,6.81,6,3,6,4,2,8,2,6,4,4,5,2,5,2,2,8,4,1
9,7,5,9,3,2,9,6.95,3,6,4,1,5,7,2,0,8,6,8,3,4,8,4,3,4,0
4,9,1,5,4,9,0,7.76,3,7,5,2,6,6,2,10,5,10,2,7,6,0,7,9,8,0
8,4,2,4,3,10,9,7.85,1,8,10,6,4,9,0,5,7,6,7,8,4,0,1,6,7,0
7,6,6,1,4,10,5,8.23,5,4,0,3,9,1,8,10,6,2,4,3,10,1,6,0,6,0
2,9,10,9,4,3,6,4.83,2,8,2,1,7,8,4,8,4,8,6,6,3,7,0,6,2,0
0,6,1,9,3,0,4,6.02,4,5,8,4,7,7,8,1,3,6,2,0,4,5,6,8,10,0
2,7,5,1,1,8,0,7.66,0,10,4,4,5,10,4,4,5,6,7,8,10,3,0,9,6,0
3,5,4,6,3,4,5,6.27,2,9,4,6,6,9,6,9,5,1,1,10,6,6,3,7,7,0
1,7,9,1,5,5,9,7.55,4,5,7,4,2,9,0,10,3,9,7,3,10,5,3,3,3,1
0,6,0,11,2,2,4,6.56,0,10,10,3,6,8,8,9,4,2,1,8,5,8,4,2,10,0
6,8,10,5,5,10,5,4.5,3,6,10,2,6,8,0,3,5,2,6,2,9,5,1,6,1,1
7,8,9,4,8,9,10,7.13,10,0,1,2,3,8,3,3,4,5,1,10,9,1,10,0,2,1
6,10,10,3,7,7,9,6.91,5,6,6,0,9,2,6,7,4,3,6,4,10,2,5,7,1,1
4,7,3,6,8,6,6,7.29,6,5,8,1,3,6,10,5,3,3,0,0,8,8,5,0,8,1
0,7,10,7,5,0,6,6.71,4,6,6,4,2,0,8,6,2,0,5,10,9,6,7,6,0,1
6,6,1,15,7,9,1,7.52,5,5,4,3,9,8,0,10,4,5,9,2,1,5,9,5,10,1
6,6,3,3,3,4,2,6.84,3,8,5,5,6,8,10,8,6,7,6,4,6,4,0,9,7,0
8,7,0,0,3,9,5,8.69,1,8,3,3,4,2,5,2,7,7,3,5,0,2,3,7,8,0
2,6,1,0,0,8,2,8.84,2,8,6,3,2,4,10,10,6,7,10,7,7,3,1,5,10,0
8,6,7,0,7,10,1,6.6,8,1,0,2,5,7,9,1,5,4,10,0,3,0,10,4,2,1
0,8,5,10,8,5,3,9.17,7,3,3,3,5,5,10,2,1,9,0,2,7,4,7,8,3,1
0,5,1,0,3,7,4,6.33,3,7,2,5,5,9,4,7,3,5,5,0,7,6,3,3,10,0
3,8,5,4,4,9,10,9.25,5,5,3,2,1,9,2,8,4,4,3,4,3,1,7,6,5,0
8,8,9,3,3,0,9,7.42,3,8,0,0,10,8,9,9,7,3,2,7,3,10,1,5,3,0
5,6,8,12,5,9,8,7.82,4,5,1,2,9,2,1,4,5,3,3,3,4,7,3,9,3,1
10,3,6,13,7,10,2,6.85,9,2,10,8,6,6,0,7,6,3,5,10,6,9,8,5,3,1
2,5,8,8,1,6,2,7.91,0,10,8,5,6,5,1,10,5,3,4,8,5,5,4,10,2,0
0,8,4,14,5,2,5,8.13,5,6,6,0,9,4,3,6,2,5,1,5,0,9,5,4,4,1
3,6,6,2,4,8,4,10.0,4,7,5,3,3,3,5,8,4,5,1,5,5,2,9,1,4,0
8,5,10,13,5,5,5,7.82,4,7,1,3,10,4,4,3,6,4,2,10,2,1,8,3,1,1
2,6,6,6,5,4,6,7.55,3,6,0,3,5,3,3,9,3,10,10,4,8,7,8,0,3,1
8,7,2,10,4,7,10,7.91,3,8,1,3,3,2,7,2,7,10,5,9,2,3,6,8,8,0
6,7,6,7,4,7,2,6.16,6,5,6,4,3,6,6,8,6,8,0,4,8,6,10,8,4,0
3,6,0,5,4,2,4,6.21,3,8,1,4,5,5,3,7,4,7,10,10,4,6,1,7,10,0
2,6,8,15,6,1,7,6.09,7,4,2,4,8,3,9,6,3,9,6,6,9,9,6,3,4,1
9,5,9,11,5,1,3,6.47,3,8,7,5,6,8,4,0,7,5,7,7,7,8,8,4,2,1
4,5,5,12,5,4,9,7.12,6,5,6,5,1,0,9,1,4,10,6,6,8,9,1,0,3,1
4,9,4,9,2,9,1,6.85,1,10,10,2,5,0,4,8,6,8,10,0,8,7,6,3,4,0
2,6,6,12,4,6,3,6.53,2,8,10,2,4,8,2,4,4,4,2,0,6,7,6,3,3,0
8,8,4,0,6,7,1,6.74,7,4,10,3,5,6,8,0,6,9,5,9,9,6,2,4,7,1
3,9,9,7,5,9,2,7.1,6,5,8,2,7,1,10,8,4,3,3,5,0,9,5,1,0,1
10,7,4,14,6,7,3,7.12,4,5,3,4,7,10,4,0,7,5,4,2,7,4,7,1,6,1
4,6,10,9,8,7,3,6.12,6,4,6,5,2,9,9,7,3,3,2,8,6,8,9,1,1,1
3,7,9,2,7,9,9,7.39,7,4,0,1,8,4,1,4,3,7,4,10,3,10,7,10,1,1
4,6,10,7,5,10,8,6.39,3,6,10,4,5,3,3,10,4,6,5,6,5,6,2,7,0,1
6,5,6,11,3,2,9,4.56,2,9,10,3,6,0,3,5,6,4,7,1,9,10,5,1,5,0
8,7,9,3,0,10,5,6.73,2,9,1,1,8,8,4,0,9,9,5,2,1,2,1,5,0,0
6,4,6,15,4,1,8,6.89,4,7,6,6,6,5,7,1,6,5,8,7,3,5,1,1,6,0
4,8,10,7,4,3,3,7.82,2,9,1,0,9,10,4,6,5,10,9,0,7,2,7,7,0,0
9,5,2,15,5,0,8,8.12,7,4,5,6,8,5,0,1,7,6,9,4,3,5,10,0,10,1
9,6,2,10,4,2,10,6.01,4,5,9,5,0,3,1,4,7,1,9,9,9,7,9,1,9,0
6,7,9,0,4,10,8,6.09,3,8,8,3,0,1,2,10,6,8,9,0,3,8,4,4,1,0
9,6,2,2,1,8,5,8.6,3,6,10,4,2,7,2,8,9,6,3,8,3,1,4,5,8,0
4,7,5,5,3,6,4,7.41,1,10,4,3,8,7,9,4,5,7,1,6,9,5,10,8,5,0
2,6,5,14,5,6,2,7.83,3,6,9,5,0,2,5,2,3,4,8,4,8,2,3,5,4,1
6,8,2,15,8,0,4,7.79,7,3,6,2,0,6,8,10,4,2,10,5,10,6,10,7,9,1
10,4,2,14,4,6,2,6.62,4,7,0,4,4,6,9,5,8,1,2,10,1,10,9,6,9,0
10,6,7,8,5,9,4,7.44,7,3,7,2,7,4,0,6,7,1,10,2,6,3,3,0,5,1
1,9,7,1,6,6,4,6.03,5,5,8,0,1,4,5,9,2,2,6,2,2,4,7,1,4,1
8,5,6,10,3,3,1,6.09,3,7,4,4,3,7,8,10,7,0,3,6,3,9,2,3,4,0
9,5,9,0,5,6,8,6.63,6,5,5,5,5,3,3,9,7,0,0,6,0,5,10,0,2,1
9,7,3,14,3,7,6,8.64,4,6,10,2,0,0,9,10,8,6,7,6,2,10,2,7,9,0
0,7,3,9,6,2,5,6.34,6,3,7,4,3,0,2,7,2,9,3,1,1,7,7,3,8,1
5,7,2,2,5,9,4,6.46,3,8,3,4,3,8,5,2,5,10,10,1,9,1,2,6,9,1
6,7,4,3,5,1,3,7.53,3,7,1,1,8,3,5,10,5,7,5,10,6,3,1,6,6,1
7,7,2,10,3,6,7,7.92,4,7,9,1,8,0,1,3,7,5,6,4,5,10,10,7,9,0
9,8,7,4,6,4,1,7.36,4,6,7,1,5,1,4,9,6,6,7,3,0,3,4,8,2,1
8,7,6,2,9,4,7,6.66,7,2,1,2,7,9,0,3,4,0,9,6,10,5,10,8,6,1
1,6,2,12,2,4,0,7.96,2,9,4,5,9,6,8,1,4,0,1,2,7,3,2,6,10,0
10,7,8,9,4,6,9,4.05,4,7,5,1,3,1,8,6,8,8,8,4,8,10,5,8,4,0
9,9,4,10,5,8,0,6.19,3,7,4,0,9,0,2,3,7,4,9,1,0,4,10,4,7,1
1,6,8,1,6,10,2,6.35,6,3,5,5,7,9,4,3,2,6,2,0,4,4,6,9,1,1
4,5,6,1,3,7,4,8.25,5,6,5,3,2,8,2,7,5,5,0,8,6,7,2,3,6,0
4,8,6,6,0,5,5,7.91,1,9,2,3,1,4,6,5,7,3,1,3,1,3,8,2,2,0
5,6,5,8,7,6,3,6.19,9,0,10,5,5,3,0,5,4,0,7,7,5,5,9,5,5,1
2,3,1,9,6,8,6,6.4,8,1,10,5,4,3,4,10,3,3,9,6,7,6,0,9,7,1
7,7,8,1,1,10,6,7.63,0,9,2,4,7,10,5,8,8,9,5,0,7,7,6,10,0,0
0,6,5,6,3,5,1,6.47,1,8,8,3,0,0,10,3,3,9,10,9,9,8,3,8,7,0
5,6,7,6,8,0,1,7.96,10,1,2,5,10,2,6,8,3,7,0,10,9,9,6,3,1,1
3,7,0,10,7,3,1,6.63,9,2,2,2,9,0,2,0,3,10,10,6,7,7,8,1,8,1
0,7,4,6,6,7,1,6.88,5,4,10,3,2,4,6,10,2,0,8,1,5,3,8,10,5,1
6,7,0,2,4,6,8,7.22,3,7,1,3,6,4,3,8,6,1,6,2,5,3,0,2,10,0
8,5,9,11,5,2,4,6.65,6,4,6,5,9,8,9,0,6,7,9,0,10,9,9,2,2,1
3,7,10,6,4,9,10,7.65,6,3,9,4,3,7,10,6,4,1,10,6,2,10,3,1,2,0
3,6,7,0,7,2,7,7.17,7,2,9,4,9,4,5,5,3,10,2,2,1,4,6,8,5,1
5,7,7,9,3,10,4,6.35,2,8,3,3,4,4,4,6,6,9,6,5,4,2,9,3,1,0
2,7,0,0,3,2,10,6.4,1,8,0,4,7,6,3,8,4,8,5,6,8,1,5,2,10,0
5,5,8,4,7,0,4,6.86,9,0,5,3,0,1,5,9,4,2,2,2,3,1,8,9,3,1
6,8,1,15,4,9,0,6.26,4,7,4,3,0,6,2,3,6,2,7,1,4,8,6,5,10,0
10,5,8,14,7,0,5,7.71,7,4,10,4,6,0,2,8,6,5,0,8,5,7,2,7,4,1
9,7,0,1,3,5,3,6.35,3,6,1,4,8,4,4,2,8,2,4,8,10,5,6,10,10,0
9,7,9,8,4,0,2,9.48,2,7,5,1,3,5,10,9,7,8,7,6,5,8,9,7,0,0
2,9,8,14,3,4,5,6.63,2,9,0,1,7,10,4,10,4,10,2,4,3,4,4,9,4,0
6,6,3,6,5,3,1,9.31,5,4,2,5,9,9,8,10,5,7,10,3,3,9,1,5,9,1
2,6,8,15,2,4,7,6.72,1,10,3,4,6,0,3,8,5,3,9,3,7,0,9,4,1,0
1,6,6,3,4,6,0,6.86,5,6,2,3,1,8,4,0,3,5,10,0,4,7,2,10,6,0
9,6,10,3,2,5,8,6.03,0,10,5,2,4,8,8,4,8,7,5,3,10,2,5,6,0,0
3,8,5,1,6,8,7,6.59,5,6,10,2,8,0,3,9,3,3,9,6,4,8,5,2,3,1
7,4,4,4,6,5,0,4.55,5,5,3,6,8,3,2,4,5,4,10,4,8,10,6,9,5,1
8,5,10,3,1,8,9,3.76,1,9,0,5,2,7,6,0,8,6,1,8,3,0,5,1,0,0
6,5,8,15,7,3,8,6.21,7,4,4,5,10,1,6,0,4,7,8,3,6,2,8,7,0,1
0,8,1,11,9,0,1,7.36,7,2,4,3,2,10,7,2,0,6,1,10,4,0,4,10,10,1
2,9,10,12,5,0,2,7.16,4,7,8,0,1,7,3,8,3,7,4,2,8,0,4,8,2,1
8,6,1,0,3,9,1,7.39,5,5,7,2,6,9,3,6,7,3,2,5,7,5,7,5,9,0
0,6,10,11,10,6,7,7.31,10,1,7,4,5,8,8,5,0,0,9,3,7,3,7,3,0,1
8,6,8,7,2,2,1,6.28,2,9,4,2,4,8,9,8,8,5,8,10,9,9,0,5,1,0
7,8,2,2,5,1,9,6.34,6,4,7,2,6,0,6,3,6,4,8,1,9,3,2,6,8,1
0,5,7,15,5,5,1,6.09,3,8,9,4,3,8,2,3,2,10,6,4,2,4,5,7,4,1
5,7,10,13,7,5,0,7.26,6,5,6,2,4,3,8,2,4,3,9,3,8,2,5,2,0,1
4,8,8,5,5,6,6,7.24,4,6,0,1,8,7,4,4,4,1,4,4,7,1,0,5,0,1
5,7,7,3,4,4,1,6.42,3,6,6,1,10,8,3,4,5,0,8,8,2,9,1,9,2,0
9,6,3,8,3,7,9,4.66,3,7,10,4,8,2,0,9,8,8,6,3,9,7,9,5,7,0
4,8,0,6,4,6,4,7.98,2,8,7,3,3,5,8,6,5,1,1,5,0,10,6,9,10,0
5,2,3,8,2,1,4,6.39,1,10,2,9,5,2,5,6,6,8,9,3,4,6,0,6,6,0
4,7,8,15,5,0,2,6.62,7,3,8,2,1,0,10,5,4,5,0,0,3,9,9,3,3,1
10,5,1,9,3,8,2,6.27,4,7,7,4,2,9,1,3,8,5,9,1,7,3,4,5,7,0
4,4,2,2,2,4,2,8.05,3,8,1,4,8,5,6,6,6,1,9,5,5,1,0,1,8,0
3,7,9,0,7,10,5,9.49,6,5,5,4,5,4,2,1,3,5,3,7,9,8,5,7,0,1
2,8,7,4,4,4,3,6.3,4,6,3,0,7,2,5,8,4,2,9,8,4,7,6,2,4,0
2,6,5,15,2,9,2,7.09,3,7,2,3,10,3,7,6,5,6,7,3,8,3,7,8,5,0
3,8,7,2,4,3,1,4.02,5,6,10,2,4,1,2,1,4,9,5,5,5,10,2,7,2,0
8,9,6,5,5,1,2,7.76,6,3,5,1,1,9,4,9,6,3,1,2,10,4,2,5,3,1
1,8,4,7,1,4,3,7.37,2,7,9,2,6,9,5,1,5,8,4,8,10,9,10,9,8,0
8,9,8,10,5,1,5,8.0,4,6,8,0,5,3,0,5,6,4,8,7,10,5,0,1,3,1
0,8,3,12,2,6,3,7.43,0,10,1,0,10,3,9,10,4,9,5,0,10,3,2,7,7,0
0,7,5,3,8,10,7,9.47,6,5,9,3,1,2,6,6,1,2,5,1,2,1,4,10,3,1
4,4,1,4,6,8,2,6.06,6,4,9,7,5,5,3,8,4,0,6,9,5,4,5,5,7,1
5,6,1,4,4,8,2,7.74,6,3,9,5,7,0,9,3,5,0,10,8,10,10,2,10,9,0
5,5,1,3,3,10,2,6.66,1,9,4,4,0,8,10,7,6,3,4,9,3,0,3,0,10,0
2,10,9,3,4,5,7,7.74,6,4,5,1,3,10,6,9,4,9,2,2,4,6,4,5,2,0
6,6,6,3,6,0,3,6.47,4,7,3,5,0,9,6,1,5,9,2,2,5,8,4,4,2,1
8,6,1,3,4,5,0,6.43,2,8,6,3,1,2,10,5,7,3,4,9,8,2,8,5,9,0
10,7,1,3,4,4,1,6.38,4,5,1,1,0,2,4,3,8,8,3,8,2,5,7,0,9,0
9,6,8,4,5,3,9,7.0,6,4,6,4,5,2,7,7,7,7,4,2,0,8,0,3,0,1
7,9,6,1,3,5,1,8.99,3,8,1,0,10,6,7,8,7,3,8,9,1,10,1,6,4,0
5,5,10,1,4,5,2,6.14,2,7,0,6,5,7,4,1,5,5,4,10,7,3,4,4,0,0
7,6,2,15,0,5,5,8.89,1,10,10,4,0,1,4,6,8,6,3,4,3,5,2,5,7,0
4,5,2,8,6,1,7,6.6,7,3,4,5,3,0,6,6,4,9,3,5,6,2,6,1,7,1
7,4,6,1,5,6,0,8.77,6,4,1,6,3,4,5,7,6,7,0,2,1,8,10,7,6,1
9,5,4,5,3,3,8,8.13,5,5,7,4,7,7,3,4,8,3,9,9,10,6,5,9,8,0
3,6,9,1,8,8,0,4.22,6,5,7,4,5,2,1,10,2,0,3,7,9,6,1,3,2,1
9,5,5,4,5,9,9,6.84,4,6,0,3,1,5,7,2,7,4,3,1,7,3,7,5,4,1
7,5,7,3,2,1,1,3.63,2,7,3,6,4,2,2,0,7,0,8,5,9,5,4,2,2,0
9,4,8,15,6,4,2,7.31,8,1,8,5,3,5,1,3,6,10,10,1,8,10,5,8,1,1
1,6,0,11,5,3,6,6.37,5,6,4,3,9,3,9,2,3,10,3,8,6,10,7,7,9,1
4,4,2,6,5,8,8,8.94,4,7,10,6,3,10,6,1,4,3,6,5,9,7,5,5,9,1
8,7,10,14,4,3,2,7.56,5,6,9,4,7,6,9,5,7,6,0,8,10,5,9,8,0,0
3,6,6,6,5,7,7,6.12,4,6,5,4,4,10,5,6,4,6,6,3,0,5,2,9,5,1
10,4,5,12,4,7,8,6.13,4,5,2,6,2,9,7,9,8,0,1,2,1,3,6,8,3,0
5,6,6,5,6,5,9,4.03,5,4,4,3,9,0,5,6,4,8,10,1,8,7,3,1,6,1
0,5,7,9,1,5,6,7.2,0,9,0,3,3,0,6,7,4,1,7,7,9,9,5,8,2,0
8,7,5,4,4,10,3,6.49,3,8,7,4,0,4,1,1,7,4,0,3,6,7,5,7,3,0
0,9,2,0,8,7,3,8.02,6,5,10,2,5,8,9,10,1,5,9,1,10,8,10,1,9,1
4,3,1,15,3,9,3,6.82,2,8,5,8,10,4,1,9,5,0,2,10,2,5,4,8,7,0
3,7,6,11,3,8,5,7.43,1,10,1,4,9,3,5,5,5,1,7,8,4,1,0,4,4,0
2,6,10,14,4,4,3,7.47,2,7,3,2,3,7,8,5,4,6,9,7,0,3,7,8,2,0
5,7,0,2,2,10,4,7.66,1,9,3,2,5,4,2,9,6,5,7,4,9,3,9,2,10,0
1,7,2,8,0,0,8,7.59,2,9,8,1,1,0,10,0,5,5,10,7,2,7,1,3,7,0
2,5,10,14,4,0,6,6.15,5,6,8,5,4,6,9,1,4,5,4,4,10,4,3,0,0,0
4,6,3,13,5,1,7,7.83,6,3,4,3,10,10,7,8,4,6,4,6,3,3,2,10,8,1
8,5,0,0,4,9,4,7.1,5,5,2,3,8,3,4,7,7,9,7,4,3,7,5,4,8,0
1,8,4,4,4,9,4,6.55,2,9,0,3,7,9,5,3,3,8,9,4,6,2,10,6,6,0
9,6,9,1,5,4,10,6.36,6,5,5,5,2,4,5,5,7,8,4,3,4,1,0,6,3,1
7,9,2,3,7,3,6,3.22,5,5,7,0,0,5,10,1,5,1,8,4,8,3,8,5,6,1
1,6,1,15,4,0,10,7.95,6,4,0,2,9,6,9,4,3,1,0,6,6,10,4,5,9,0
10,5,2,13,3,3,7,3.98,2,9,10,4,2,10,10,1,8,4,4,2,1,0,4,7,6,0
4,4,7,13,4,3,8,7.95,3,8,0,7,7,1,2,4,5,9,2,3,10,0,3,10,2,0
6,3,5,10,6,9,1,3.91,4,5,10,5,10,0,10,6,5,6,2,7,10,4,3,9,7,1
7,4,6,0,7,3,2,6.49,5,5,6,7,2,2,10,6,5,2,1,5,7,10,0,8,4,1
0,7,5,2,3,0,1,6.86,5,6,6,2,4,9,4,8,3,2,2,7,10,0,8,3,4,0
5,7,5,9,5,8,9,6.02,6,5,1,2,1,0,0,2,5,3,6,10,1,3,8,3,6,1
0,4,2,6,5,2,6,7.18,7,4,2,5,0,3,1,3,2,2,7,1,6,7,3,7,9,1
1,8,7,9,3,3,1,7.95,2,9,1,1,10,5,9,8,4,2,7,8,4,7,9,4,2,0
0,6,6,14,5,4,1,6.01,4,5,5,3,9,4,2,7,2,7,10,6,9,1,9,9,4,1
10,6,6,2,2,6,1,6.57,3,7,7,4,4,10,3,6,9,6,7,4,5,2,3,8,4,0
4,9,5,3,1,5,3,8.43,0,10,7,0,4,3,8,7,6,6,0,10,10,2,6,5,7,0
9,7,4,1,5,4,0,7.01,3,7,0,2,5,6,0,8,7,9,10,6,3,0,3,8,5,1
8,6,9,2,4,7,1,7.62,3,7,10,5,1,10,2,3,7,1,6,1,4,10,0,3,2,0
5,5,7,8,5,0,2,6.25,5,6,8,4,8,10,2,4,5,10,1,10,4,2,10,0,2,1
10,3,4,2,4,6,6,6.42,5,6,10,5,1,5,5,8,8,8,10,3,6,7,8,3,4,0
10,5,8,10,3,5,9,6.92,4,7,7,4,1,2,4,6,8,5,9,6,10,5,1,8,2,0
0,6,8,4,4,10,0,6.36,5,4,8,4,4,8,2,3,3,2,3,1,3,4,4,6,0,0
0,5,0,1,2,4,5,7.89,2,9,8,4,8,4,3,5,4,8,4,7,4,9,3,5,10,0
1,6,5,15,7,6,2,6.19,9,1,10,5,3,9,10,10,2,8,0,9,3,8,7,1,5,1
8,6,6,3,2,2,2,6.35,0,10,5,2,5,0,6,0,8,5,3,9,3,6,5,3,5,0
2,6,2,11,4,0,3,6.14,5,4,2,2,1,5,2,0,4,9,3,10,7,5,6,0,9,0
0,6,6,12,2,8,3,6.39,1,10,0,3,3,4,8,8,4,5,8,4,10,4,1,2,5,0
4,7,10,6,6,1,6,6.31,4,7,10,2,8,9,7,7,4,7,8,4,4,4,3,1,2,1
6,7,10,13,4,9,2,7.16,3,6,7,2,1,7,1,0,6,7,10,7,8,9,3,3,1,0
5,5,6,6,3,2,7,7.79,1,8,9,4,0,3,4,10,6,5,9,0,4,8,1,3,5,0
0,9,10,11,6,7,7,9.31,4,7,2,2,3,0,3,1,2,6,0,5,7,9,9,10,0,1
4,6,1,2,5,9,10,6.24,4,7,6,5,3,10,4,3,4,3,7,1,2,5,3,8,7,1
4,6,6,4,6,8,6,4.11,5,5,9,2,0,1,2,0,4,0,3,0,6,10,8,6,2,1
5,7,0,0,3,2,1,6.58,1,10,5,2,3,7,9,1,6,3,3,6,0,3,7,2,10,0
2,7,4,9,2,5,4,6.84,3,8,2,4,2,9,10,4,5,7,4,3,4,3,10,6,8,0
4,8,8,9,5,6,5,7.29,4,6,5,3,1,7,0,7,4,7,1,0,1,3,0,7,2,1
6,7,6,15,4,0,9,4.32,4,6,2,1,9,4,7,5,6,1,0,9,7,10,7,6,6,0
4,5,6,9,6,6,3,6.65,6,4,8,3,3,5,8,5,4,6,4,10,5,5,10,7,6,1
4,7,10,10,4,3,9,7.52,2,8,0,3,7,1,7,3,5,0,6,10,4,0,8,8,0,0
4,5,1,0,5,4,4,6.02,7,2,7,6,6,10,3,1,4,1,9,5,2,8,7,0,8,1
9,6,7,4,1,7,8,6.67,0,10,4,2,8,8,1,2,9,7,8,9,0,1,9,9,2,0
9,6,2,12,8,3,10,7.87,6,3,3,5,7,5,3,5,5,10,1,5,9,1,0,5,10,1
2,6,7,9,4,3,6,7.08,5,5,0,5,0,8,8,5,4,9,7,2,9,4,7,3,5,0
0,6,2,8,6,7,1,7.64,7,3,8,3,1,10,9,4,2,3,6,5,9,10,4,0,8,1
4,3,9,0,3,4,10,6.87,5,5,8,6,1,9,8,5,5,2,1,9,10,3,8,1,3,0
8,5,6,0,5,5,0,6.12,7,4,4,4,7,2,4,10,6,1,4,8,9,2,8,9,5,1
0,7,1,3,2,10,1,6.44,4,5,10,2,3,5,4,5,4,10,6,5,7,4,5,3,10,0
2,7,3,3,5,4,2,7.36,7,3,8,4,8,9,9,0,3,5,2,0,10,6,2,0,9,1
3,5,10,1,4,0,10,7.46,6,5,9,5,1,4,2,5,4,3,1,9,4,9,6,5,1,0
0,8,5,8,5,6,1,7.45,3,6,8,2,3,8,5,4,2,2,5,5,8,1,2,0,7,1
0,5,10,13,6,5,10,8.6,4,5,6,5,0,9,6,7,2,2,9,7,10,5,6,8,0,1
7,8,8,8,2,1,2,7.33,2,9,7,3,2,0,9,8,7,9,5,6,6,3,7,9,4,0
1,7,4,12,3,10,9,9.31,3,6,0,3,5,8,8,5,4,2,10,7,0,1,4,2,5,0
7,5,8,12,5,6,10,3.63,4,7,3,6,8,4,6,9,6,7,3,10,10,0,4,10,0,1
6,9,4,1,9,5,10,6.7,7,3,9,0,10,0,2,3,3,8,0,7,0,7,3,0,7,1
9,4,9,13,4,4,8,6.11,6,5,9,6,0,9,6,2,7,8,4,8,6,4,2,5,0,0
9,7,7,8,6,7,3,7.42,5,4,3,4,4,7,0,9,6,4,0,2,10,9,7,5,4,1
1,8,0,14,4,4,8,6.01,5,4,8,0,1,6,1,0,3,0,10,6,6,1,10,6,8,0
5,5,6,5,8,10,10,6.1,6,4,2,4,6,5,3,6,3,9,10,5,8,7,5,6,6,1
5,8,3,7,1,1,2,6.0,1,10,9,0,3,1,6,4,7,4,7,1,1,2,5,9,5,0
2,6,4,9,5,5,0,7.78,3,7,9,2,4,4,8,3,3,0,1,4,6,6,1,10,7,1
10,6,5,12,1,0,10,7.53,0,10,0,4,7,2,4,8,9,8,8,2,1,1,3,3,5,0
1,7,4,14,0,4,4,7.96,0,10,10,2,1,1,7,6,5,9,8,10,9,6,4,4,7,0
0,6,0,12,5,5,9,6.22,3,8,4,3,2,9,6,9,2,7,2,4,9,3,10,2,10,1
5,7,8,3,5,6,9,8.72,6,4,6,3,10,0,4,7,5,6,5,10,1,9,9,5,4,1
4,7,1,1,4,1,1,7.92,4,6,3,1,4,8,2,3,5,1,8,8,4,0,4,6,10,0
10,3,8,1,4,0,3,6.65,2,7,8,8,9,1,2,9,8,1,6,7,8,4,2,8,0,0
8,8,9,8,10,5,1,7.39,10,0,5,2,3,10,5,9,4,3,3,8,8,3,9,8,3,1
0,4,1,0,4,2,1,6.87,3,8,5,4,4,0,9,7,3,8,2,8,9,7,4,4,10,0
6,8,8,11,6,4,2,7.92,4,7,2,3,2,6,10,3,5,8,1,10,0,0,4,3,4,1
4,8,5,6,3,10,4,6.24,4,7,9,2,8,8,3,0,5,7,9,7,10,1,1,6,5,0
4,5,10,15,5,1,3,6.99,7,3,9,5,7,5,2,10,4,10,9,7,6,4,4,2,2,1
1,6,8,10,4,0,1,7.64,3,6,4,3,5,7,3,7,3,4,0,10,9,9,2,3,0,0
10,4,5,13,4,0,10,6.69,4,6,9,5,0,10,2,0,8,6,10,10,9,9,2,8,6,0
2,6,5,2,8,10,9,7.54,6,3,5,3,3,6,9,2,2,8,9,5,2,1,4,4,5,1
6,6,10,2,7,3,1,6.23,5,5,3,5,6,8,10,6,4,2,10,5,9,10,8,9,2,1
5,7,1,1,5,9,5,7.51,6,5,2,3,9,6,10,2,5,3,0,5,9,0,1,6,8,1
1,8,7,13,0,1,6,7.66,0,9,4,1,4,5,5,7,5,1,3,9,0,5,8,1,3,0
5,8,2,9,4,0,9,6.63,6,4,6,1,3,0,6,4,5,8,3,5,1,9,2,8,8,0
1,6,6,15,10,5,5,6.86,9,2,10,4,8,8,3,2,0,6,8,10,5,3,6,4,2,1
1,6,4,5,4,3,6,6.32,4,5,5,5,7,9,2,4,3,5,9,8,9,4,0,4,4,0
1,4,2,12,7,9,0,6.9,5,4,1,5,2,4,2,4,2,4,0,9,1,2,0,3,10,1
10,5,0,9,7,6,5,7.54,8,3,0,3,5,1,10,7,6,6,10,0,1,9,7,7,9,1
2,8,7,1,5,10,10,7.12,7,4,4,3,3,10,2,8,3,2,3,9,3,5,8,10,3,1
1,9,2,9,3,5,2,6.13,4,6,4,0,6,7,8,5,4,4,2,5,2,3,2,3,10,0
3,4,1,14,0,4,0,6.62,0,10,5,4,0,3,10,9,6,1,8,7,7,5,5,1,8,0
8,5,0,3,6,9,7,4.1,6,5,2,4,0,2,10,2,6,4,4,0,7,4,2,4,10,1
5,6,3,9,3,1,3,6.3,4,6,0,5,5,0,2,1,6,6,8,10,5,10,5,2,7,0
0,7,7,15,5,4,9,6.39,6,5,3,3,9,4,2,10,2,10,9,10,3,1,6,3,5,1
7,5,2,8,2,8,7,7.44,0,10,3,5,10,2,7,2,7,9,5,5,6,3,4,2,6,0
